Stock-ID,Timestamp,Stock Price
NMR,2023-10-30 00:00:00,6.95
NMR,2023-10-31 00:00:00,6.95
NMR,2023-11-01 00:00:00,6.94
NMR,2023-11-02 00:00:00,6.9
NMR,2023-11-03 00:00:00,6.98
NMR,2023-11-04 00:00:00,6.97
NMR,2023-11-05 00:00:00,7.07
NMR,2023-11-06 00:00:00,7.08
NMR,2023-11-07 00:00:00,7.07
NMR,2023-11-08 00:00:00,7.11
NMR,n+1,7.08
NMR,n+2,7.095000000000001
NMR,n+3,7.08375
